stream,n,display,arabic,count,firstSurah,firstVerse
root,3,a-j-l · m-s-k · ʿ-r-f,ا ج ل م س ك ع ر ف,2,2,231
root,3,a-j-l · s-m-w · a-l-h,ا ج ل س م و ا ل ه,2,31,29
root,3,a-j-r · dh-k-r · ʿ-l-m,ا ج ر ذ ك ر ع ل م,2,6,90
root,3,a-j-r · a-j-r · a-l-h,ا ج ر ا ج ر ا ل ه,2,10,72
root,3,a-j-r · a-l-h · ḥ-b-b,ا ج ر ا ل ه ح ب ب,2,3,57
root,3,a-j-r · gh-r-m · th-q-l,ا ج ر غ ر م ث ق ل,2,52,40
root,3,a-j-r · k-w-n · gh-l-b,ا ج ر ك و ن غ ل ب,2,7,113
root,3,a-j-r · z-y-d · f-ḍ-l,ا ج ر ز ي د ف ض ل,2,4,173
root,3,a-k-l · a-r-ḍ · a-l-h,ا ك ل ا ر ض ا ل ه,2,7,73
root,3,a-k-l · b-ṭ-n · n-w-r,ا ك ل ب ط ن ن و ر,2,2,174
root,3,a-k-l · l-ḥ-m · ṭ-r-w,ا ك ل ل ح م ط ر و,2,16,14
root,3,a-k-l · m-w-l · b-y-n,ا ك ل م و ل ب ي ن,2,2,188
root,3,a-k-l · m-w-l · n-w-s,ا ك ل م و ل ن و س,2,4,161
root,3,a-k-l · s-b-ʿ · ʿ-j-f,ا ك ل س ب ع ع ج ف,2,12,43
root,3,a-k-l · s-ḥ-t · b-a-s,ا ك ل س ح ت ب ا س,2,5,62
root,3,a-k-l · ṭ-ʿ-m · m-sh-y,ا ك ل ط ع م م ش ي,2,25,7
root,3,a-l-f · s-n-w · ʿ-d-d,ا ل ف س ن و ع د د,2,22,47
root,3,a-l-h · dh-k-r · a-l-h,ا ل ه ذ ك ر ا ل ه,2,13,28
root,3,a-l-h · dh-n-b · a-l-h,ا ل ه ذ ن ب ا ل ه,2,3,11
root,3,a-l-h · sh-h-d · k-dh-b,ا ل ه ش ه د ك ذ ب,2,9,107
root,3,a-l-h · sh-k-r · ʿ-l-m,ا ل ه ش ك ر ع ل م,2,2,158
root,3,a-l-h · sh-r-k · sh-y-a,ا ل ه ش ر ك ش ي ا,2,3,64
root,3,a-l-h · sh-r-q · gh-r-b,ا ل ه ش ر ق غ ر ب,2,2,115
root,3,a-l-h · sh-y-a · a-l-h,ا ل ه ش ي ا ا ل ه,2,9,15
root,3,a-l-h · sh-y-a · h-d-y,ا ل ه ش ي ا ه د ي,2,14,4
root,3,a-l-h · sh-y-a · q-w-l,ا ل ه ش ي ا ق و ل,2,14,21
root,3,a-l-h · sh-y-a · ṣ-ḥ-b,ا ل ه ش ي ا ص ح ب,2,3,116
root,3,a-l-h · a-l-h · ʿ-m-l,ا ل ه ا ل ه ع م ل,2,2,110
root,3,a-l-h · a-l-h · gh-f-l,ا ل ه ا ل ه غ ف ل,2,2,74
root,3,a-l-h · a-l-h · gh-n-y,ا ل ه ا ل ه غ ن ي,2,35,15
root,3,a-l-h · a-l-h · ḥ-b-b,ا ل ه ا ل ه ح ب ب,2,2,222
root,3,a-l-h · a-l-h · ḥ-y-y,ا ل ه ا ل ه ح ي ي,2,2,255
root,3,a-l-h · a-l-h · k-l-l,ا ل ه ا ل ه ك ل ل,2,2,282
root,3,a-l-h · a-l-h · m-l-k,ا ل ه ا ل ه م ل ك,2,3,18
root,3,a-l-h · a-l-h · q-w-l,ا ل ه ا ل ه ق و ل,2,7,138
root,3,a-l-h · a-l-h · r-b-b,ا ل ه ا ل ه ر ب ب,2,27,26
root,3,a-l-h · a-l-h · ṣ-b-r,ا ل ه ا ل ه ص ب ر,2,2,249
root,3,a-l-h · a-l-h · s-m-ʿ,ا ل ه ا ل ه س م ع,2,49,1
root,3,a-l-h · a-l-h · s-r-ʿ,ا ل ه ا ل ه س ر ع,2,3,19
root,3,a-l-h · a-l-h · w-s-ʿ,ا ل ه ا ل ه و س ع,2,2,115
root,3,a-l-h · a-l-h · kh-b-r,ا ل ه ا ل ه خ ب ر,2,5,8
root,3,a-l-h · a-l-h · kh-y-r,ا ل ه ا ل ه خ ي ر,2,3,54
root,3,a-l-h · a-m-n · a-t-y,ا ل ه ا م ن ا ت ي,2,4,146
root,3,a-l-h · a-m-n · b-gh-y,ا ل ه ا م ن ب غ ي,2,3,99
root,3,a-l-h · a-m-r · a-l-h,ا ل ه ا م ر ا ل ه,2,2,109
root,3,a-l-h · a-m-r · ʿ-b-d,ا ل ه ا م ر ع ب د,2,12,40
root,3,a-l-h · a-n-y · ṣ-r-f,ا ل ه ا ن ي ص ر ف,2,39,6
root,3,a-l-h · a-t-y · a-j-r,ا ل ه ا ت ي ا ج ر,2,4,114
root,3,a-l-h · a-t-y · a-l-h,ا ل ه ا ت ي ا ل ه,2,9,59
root,3,a-l-h · a-t-y · s-l-ṭ,ا ل ه ا ت ي س ل ط,2,18,15
root,3,a-l-h · a-t-y · s-w-ʿ,ا ل ه ا ت ي س و ع,2,6,40
root,3,a-l-h · a-w-y · b-a-s,ا ل ه ا و ي ب ا س,2,3,162
root,3,a-l-h · a-w-y · n-ṣ-r,ا ل ه ا و ي ن ص ر,2,8,72
root,3,a-l-h · a-kh-dh · a-l-h,ا ل ه ا خ ذ ا ل ه,2,8,52
root,3,a-l-h · a-kh-r · k-f-r,ا ل ه ا خ ر ك ف ر,2,3,13
root,3,a-l-h · a-kh-r · l-q-y,ا ل ه ا خ ر ل ق ي,2,17,39
root,3,a-l-h · a-kh-r · q-t-l,ا ل ه ا خ ر ق ت ل,2,25,68
root,3,a-l-h · a-y-d · n-ṣ-r,ا ل ه ا ي د ن ص ر,2,3,13
root,3,a-l-h · a-y-y · ʿ-q-l,ا ل ه ا ي ي ع ق ل,2,2,242
root,3,a-l-h · a-y-y · f-k-r,ا ل ه ا ي ي ف ك ر,2,2,219
root,3,a-l-h · a-y-y · w-dh-r,ا ل ه ا ي ي و ذ ر,2,7,73
root,3,a-l-h · b-sh-r · ṭ-m-n,ا ل ه ب ش ر ط م ن,2,3,126
root,3,a-l-h · b-d-a · kh-l-q,ا ل ه ب د ا خ ل ق,2,10,34
root,3,a-l-h · b-ʿ-ḍ · b-ʿ-ḍ,ا ل ه ب ع ض ب ع ض,2,4,32
root,3,a-l-h · b-ʿ-d · w-th-q,ا ل ه ب ع د و ث ق,2,2,27
root,3,a-l-h · b-y-n · a-l-h,ا ل ه ب ي ن ا ل ه,2,4,35
root,3,a-l-h · ḍ-l-l · ḍ-l-l,ا ل ه ض ل ل ض ل ل,2,4,116
root,3,a-l-h · ḍ-l-l · ʿ-m-l,ا ل ه ض ل ل ع م ل,2,47,1
root,3,a-l-h · ḍ-l-l · k-w-n,ا ل ه ض ل ل ك و ن,2,6,140
root,3,a-l-h · d-n-w · a-kh-r,ا ل ه د ن و ا خ ر,2,22,15
root,3,a-l-h · ḍ-r-r · n-f-ʿ,ا ل ه ض ر ر ن ف ع,2,10,18
root,3,a-l-h · d-w-n · a-l-h,ا ل ه د و ن ا ل ه,2,5,116
root,3,a-l-h · ʿ-dh-b · ʿ-ẓ-m,ا ل ه ع ذ ب ع ظ م,2,16,94
root,3,a-l-h · ʿ-l-m · b-d-w,ا ل ه ع ل م ب د و,2,5,99
root,3,a-l-h · ʿ-l-m · f-s-d,ا ل ه ع ل م ف س د,2,2,220
root,3,a-l-h · ʿ-l-m · n-f-s,ا ل ه ع ل م ن ف س,2,2,235
root,3,a-l-h · ʿ-l-m · q-l-b,ا ل ه ع ل م ق ل ب,2,33,51
root,3,a-l-h · ʿ-l-m · ṣ-n-ʿ,ا ل ه ع ل م ص ن ع,2,29,45
root,3,a-l-h · ʿ-l-m · w-q-y,ا ل ه ع ل م و ق ي,2,3,115
root,3,a-l-h · ʿ-l-m · kh-b-r,ا ل ه ع ل م خ ب ر,2,31,34
root,3,a-l-h · ʿ-l-w · a-l-h,ا ل ه ع ل و ا ل ه,2,9,40
root,3,a-l-h · ʿ-m-l · ʿ-l-m,ا ل ه ع م ل ع ل م,2,2,283
root,3,a-l-h · ʿ-m-l · r-s-l,ا ل ه ع م ل ر س ل,2,9,94
root,3,a-l-h · ʿ-n-d · a-l-h,ا ل ه ع ن د ا ل ه,2,3,78
root,3,a-l-h · ʿ-n-d · ḥ-s-n,ا ل ه ع ن د ح س ن,2,3,14
root,3,a-l-h · ʿ-q-b · a-m-r,ا ل ه ع ق ب ا م ر,2,22,41
root,3,a-l-h · ʿ-th-w · a-r-ḍ,ا ل ه ع ث و ا ر ض,2,2,60
root,3,a-l-h · f-ḍ-l · sh-y-a,ا ل ه ف ض ل ش ي ا,2,2,90
root,3,a-l-h · f-ḍ-l · ʿ-l-m,ا ل ه ف ض ل ع ل م,2,2,251
root,3,a-l-h · f-ḍ-l · k-b-r,ا ل ه ف ض ل ك ب ر,2,33,47
root,3,a-l-h · f-ʿ-l · sh-y-a,ا ل ه ف ع ل ش ي ا,2,3,40
root,3,a-l-h · f-ʿ-l · r-w-d,ا ل ه ف ع ل ر و د,2,2,253
root,3,a-l-h · f-ṭ-r · s-m-w,ا ل ه ف ط ر س م و,2,35,1
root,3,a-l-h · f-w-z · ʿ-ẓ-m,ا ل ه ف و ز ع ظ م,2,10,64
root,3,a-l-h · gh-f-r · sh-r-k,ا ل ه غ ف ر ش ر ك,2,4,48
root,3,a-l-h · gh-f-r · h-d-y,ا ل ه غ ف ر ه د ي,2,4,137
root,3,a-l-h · gh-n-m · k-th-r,ا ل ه غ ن م ك ث ر,2,4,94
root,3,a-l-h · gh-n-y · ʿ-l-m,ا ل ه غ ن ي ع ل م,2,3,97
root,3,a-l-h · gh-y-b · s-m-w,ا ل ه غ ي ب س م و,2,11,123
root,3,a-l-h · gh-y-r · ḥ-q-q,ا ل ه غ ي ر ح ق ق,2,3,154
root,3,a-l-h · gh-y-r · j-y-a,ا ل ه غ ي ر ج ي ا,2,7,73
root,3,a-l-h · gh-y-r · s-l-ṭ,ا ل ه غ ي ر س ل ط,2,40,35
root,3,a-l-h · ḥ-b-b · ʿ-d-w,ا ل ه ح ب ب ع د و,2,2,190
root,3,a-l-h · ḥ-b-b · k-w-n,ا ل ه ح ب ب ك و ن,2,4,36
root,3,a-l-h · h-d-y · k-w-n,ا ل ه ه د ي ك و ن,2,7,43
root,3,a-l-h · h-d-y · ṣ-r-ṭ,ا ل ه ه د ي ص ر ط,2,3,101
root,3,a-l-h · h-d-y · t-b-ʿ,ا ل ه ه د ي ت ب ع,2,2,120
root,3,a-l-h · ḥ-l-l · ṭ-y-b,ا ل ه ح ل ل ط ي ب,2,5,88
root,3,a-l-h · ḥ-q-q · b-y-n,ا ل ه ح ق ق ب ي ن,2,24,25
root,3,a-l-h · ḥ-q-q · d-ʿ-w,ا ل ه ح ق ق د ع و,2,22,62
root,3,a-l-h · ḥ-q-q · gh-r-r,ا ل ه ح ق ق غ ر ر,2,31,33
root,3,a-l-h · ḥ-q-q · k-th-r,ا ل ه ح ق ق ك ث ر,2,10,55
root,3,a-l-h · ḥ-q-q · s-w-ʿ,ا ل ه ح ق ق س و ع,2,18,21
root,3,a-l-h · ḥ-q-q · kh-sh-y,ا ل ه ح ق ق خ ش ي,2,9,13
root,3,a-l-h · ḥ-s-n · a-l-h,ا ل ه ح س ن ا ل ه,2,2,138
root,3,a-l-h · ḥ-y-y · q-w-m,ا ل ه ح ي ي ق و م,2,2,255
root,3,a-l-h · j-ʿ-l · a-r-ḍ,ا ل ه ج ع ل ا ر ض,2,40,64
root,3,a-l-h · j-h-r · a-kh-dh,ا ل ه ج ه ر ا خ ذ,2,2,55
root,3,a-l-h · j-m-ʿ · a-l-h,ا ل ه ج م ع ا ل ه,2,2,148
root,3,a-l-h · j-n-d · s-m-w,ا ل ه ج ن د س م و,2,48,4
root,3,a-l-h · j-y-a · b-y-n,ا ل ه ج ي ا ب ي ن,2,40,28
root,3,a-l-h · j-y-a · r-s-l,ا ل ه ج ي ا ر س ل,2,7,43
root,3,a-l-h · k-dh-b · ʿ-l-m,ا ل ه ك ذ ب ع ل م,2,3,75
root,3,a-l-h · k-dh-b · f-l-ḥ,ا ل ه ك ذ ب ف ل ح,2,10,69
root,3,a-l-h · k-f-r · a-l-h,ا ل ه ك ف ر ا ل ه,2,4,131
root,3,a-l-h · k-t-b · ḥ-k-m,ا ل ه ك ت ب ح ك م,2,3,79
root,3,a-l-h · k-th-r · f-l-ḥ,ا ل ه ك ث ر ف ل ح,2,8,45
root,3,a-l-h · k-th-r · n-ṣ-r,ا ل ه ك ث ر ن ص ر,2,22,40
root,3,a-l-h · k-w-n · sh-h-d,ا ل ه ك و ن ش ه د,2,4,72
root,3,a-l-h · k-w-n · ʿ-f-w,ا ل ه ك و ن ع ف و,2,4,43
root,3,a-l-h · k-w-n · ʿ-z-z,ا ل ه ك و ن ع ز ز,2,4,56
root,3,a-l-h · k-w-n · n-ṣ-r,ا ل ه ك و ن ن ص ر,2,18,43
root,3,a-l-h · k-w-n · kh-w-n,ا ل ه ك و ن خ و ن,2,2,187
root,3,a-l-h · l-ʿ-n · a-l-h,ا ل ه ل ع ن ا ل ه,2,4,52
root,3,a-l-h · l-ʿ-n · ʿ-d-d,ا ل ه ل ع ن ع د د,2,4,93
root,3,a-l-h · l-gh-w · y-m-n,ا ل ه ل غ و ي م ن,2,2,225
root,3,a-l-h · l-ṭ-f · kh-b-r,ا ل ه ل ط ف خ ب ر,2,22,63
root,3,a-l-h · m-l-k · ḥ-q-q,ا ل ه م ل ك ح ق ق,2,20,114
root,3,a-l-h · m-l-k · k-t-b,ا ل ه م ل ك ك ت ب,2,2,285
root,3,a-l-h · m-l-k · n-w-s,ا ل ه م ل ك ن و س,2,2,161
root,3,a-l-h · m-l-k · r-z-q,ا ل ه م ل ك ر ز ق,2,16,73
root,3,a-l-h · m-s-s · s-w-a,ا ل ه م س س س و ا,2,7,73
root,3,a-l-h · m-th-l · ḍ-l-l,ا ل ه م ث ل ض ل ل,2,2,26
root,3,a-l-h · m-th-l · n-w-s,ا ل ه م ث ل ن و س,2,14,25
root,3,a-l-h · m-th-l · r-j-l,ا ل ه م ث ل ر ج ل,2,16,76
root,3,a-l-h · n-d-d · ḍ-l-l,ا ل ه ن د د ض ل ل,2,14,30
root,3,a-l-h · n-f-q · n-f-q,ا ل ه ن ف ق ن ف ق,2,9,68
root,3,a-l-h · n-f-s · a-l-h,ا ل ه ن ف س ا ل ه,2,3,28
root,3,a-l-h · n-ṣ-r · a-l-h,ا ل ه ن ص ر ا ل ه,2,2,214
root,3,a-l-h · n-w-s · b-ʿ-ḍ,ا ل ه ن و س ب ع ض,2,2,251
root,3,a-l-h · n-w-s · r-a-f,ا ل ه ن و س ر ا ف,2,2,143
root,3,a-l-h · n-z-l · ʿ-b-d,ا ل ه ن ز ل ع ب د,2,8,41
root,3,a-l-h · q-ḍ-y · ḥ-q-q,ا ل ه ق ض ي ح ق ق,2,40,20
root,3,a-l-h · q-l-b · ʿ-l-m,ا ل ه ق ل ب ع ل م,2,9,93
root,3,a-l-h · q-l-b · ʿ-r-ḍ,ا ل ه ق ل ب ع ر ض,2,4,63
root,3,a-l-h · q-l-b · s-m-ʿ,ا ل ه ق ل ب س م ع,2,2,7
root,3,a-l-h · q-t-l · d-y-n,ا ل ه ق ت ل د ي ن,2,60,8
root,3,a-l-h · q-w-l · a-l-h,ا ل ه ق و ل ا ل ه,2,3,78
root,3,a-l-h · q-w-l · a-m-n,ا ل ه ق و ل ا م ن,2,2,91
root,3,a-l-h · q-w-l · a-kh-dh,ا ل ه ق و ل ا خ ذ,2,4,118
root,3,a-l-h · q-w-l · h-a-t,ا ل ه ق و ل ه ا ت,2,21,24
root,3,a-l-h · q-w-l · ḥ-m-d,ا ل ه ق و ل ح م د,2,29,63
root,3,a-l-h · q-w-l · ḥ-w-r,ا ل ه ق و ل ح و ر,2,3,52
root,3,a-l-h · q-w-l · w-k-l,ا ل ه ق و ل و ك ل,2,12,66
root,3,a-l-h · q-w-l · w-q-y,ا ل ه ق و ل و ق ي,2,10,31
root,3,a-l-h · q-w-m · k-f-r,ا ل ه ق و م ك ف ر,2,3,86
root,3,a-l-h · q-w-m · q-ʿ-d,ا ل ه ق و م ق ع د,2,3,191
root,3,a-l-h · q-w-y · sh-d-d,ا ل ه ق و ي ش د د,2,8,52
root,3,a-l-h · r-a-f · ʿ-b-d,ا ل ه ر ا ف ع ب د,2,2,207
root,3,a-l-h · r-a-f · r-ḥ-m,ا ل ه ر ا ف ر ح م,2,24,20
root,3,a-l-h · r-a-y · a-y-y,ا ل ه ر ا ي ا ي ي,2,27,93
root,3,a-l-h · r-a-y · ẓ-l-m,ا ل ه ر ا ي ظ ل م,2,2,165
root,3,a-l-h · r-b-b · k-w-n,ا ل ه ر ب ب ك و ن,2,6,23
root,3,a-l-h · r-b-b · m-l-k,ا ل ه ر ب ب م ل ك,2,35,13
root,3,a-l-h · r-ḥ-m · k-w-n,ا ل ه ر ح م ك و ن,2,2,64
root,3,a-l-h · r-j-ʿ · j-m-ʿ,ا ل ه ر ج ع ج م ع,2,5,48
root,3,a-l-h · r-s-l · sh-q-q,ا ل ه ر س ل ش ق ق,2,8,13
root,3,a-l-h · r-s-l · d-ʿ-w,ا ل ه ر س ل د ع و,2,8,24
root,3,a-l-h · r-s-l · d-kh-l,ا ل ه ر س ل د خ ل,2,4,13
root,3,a-l-h · r-s-l · f-ḍ-l,ا ل ه ر س ل ف ض ل,2,9,74
root,3,a-l-h · r-s-l · ḥ-k-m,ا ل ه ر س ل ح ك م,2,24,48
root,3,a-l-h · r-s-l · j-h-d,ا ل ه ر س ل ج ه د,2,9,24
root,3,a-l-h · r-s-l · r-a-y,ا ل ه ر س ل ر ا ي,2,4,61
root,3,a-l-h · r-s-l · r-ḥ-m,ا ل ه ر س ل ر ح م,2,3,132
root,3,a-l-h · r-s-l · r-w-d,ا ل ه ر س ل ر و د,2,4,150
root,3,a-l-h · r-s-l · r-w-ḥ,ا ل ه ر س ل ر و ح,2,30,48
root,3,a-l-h · r-s-l · w-l-y,ا ل ه ر س ل و ل ي,2,3,32
root,3,a-l-h · r-s-l · w-q-y,ا ل ه ر س ل و ق ي,2,8,1
root,3,a-l-h · r-w-d · ẓ-l-m,ا ل ه ر و د ظ ل م,2,3,108
root,3,a-l-h · r-z-q · ʿ-b-d,ا ل ه ر ز ق ع ب د,2,29,17
root,3,a-l-h · s-k-n · r-s-l,ا ل ه س ك ن ر س ل,2,9,26
root,3,a-l-h · s-m-w · ḥ-s-n,ا ل ه س م و ح س ن,2,7,180
root,3,a-l-h · ṣ-w-b · s-w-a,ا ل ه ص و ب س و ا,2,4,78
root,3,a-l-h · t-b-ʿ · h-w-y,ا ل ه ت ب ع ه و ي,2,5,48
root,3,a-l-h · t-m-m · n-w-r,ا ل ه ت م م ن و ر,2,9,32
root,3,a-l-h · t-w-b · a-l-h,ا ل ه ت و ب ا ل ه,2,5,39
root,3,a-l-h · th-w-b · d-n-w,ا ل ه ث و ب د ن و,2,3,148
root,3,a-l-h · w-ḥ-d · a-l-h,ا ل ه و ح د ا ل ه,2,2,163
root,3,a-l-h · w-ḥ-d · k-f-r,ا ل ه و ح د ك ف ر,2,40,12
root,3,a-l-h · w-j-d · s-b-l,ا ل ه و ج د س ب ل,2,4,88
root,3,a-l-h · w-j-l · q-l-b,ا ل ه و ج ل ق ل ب,2,8,2
root,3,a-l-h · w-k-l · k-w-n,ا ل ه و ك ل ك و ن,2,5,23
root,3,a-l-h · w-l-d · s-b-ḥ,ا ل ه و ل د س ب ح,2,2,116
root,3,a-l-h · w-l-j · l-y-l,ا ل ه و ل ج ل ي ل,2,22,61
root,3,a-l-h · w-l-y · a-l-h,ا ل ه و ل ي ا ل ه,2,3,122
root,3,a-l-h · w-l-y · b-ʿ-d,ا ل ه و ل ي ب ع د,2,5,43
root,3,a-l-h · w-l-y · ʿ-l-m,ا ل ه و ل ي ع ل م,2,5,49
root,3,a-l-h · w-l-y · ḥ-q-q,ا ل ه و ل ي ح ق ق,2,6,62
root,3,a-l-h · w-l-y · n-ʿ-m,ا ل ه و ل ي ن ع م,2,8,40
root,3,a-l-h · w-l-y · w-q-y,ا ل ه و ل ي و ق ي,2,13,37
root,3,a-l-h · w-q-y · a-l-h,ا ل ه و ق ي ا ل ه,2,5,4
root,3,a-l-h · w-q-y · f-w-z,ا ل ه و ق ي ف و ز,2,24,52
root,3,a-l-h · w-r-th · s-m-w,ا ل ه و ر ث س م و,2,3,180
root,3,a-l-h · w-ṣ-l · f-s-d,ا ل ه و ص ل ف س د,2,2,27
root,3,a-l-h · kh-f-y · n-f-s,ا ل ه خ ف ي ن ف س,2,3,154
root,3,a-l-h · kh-l-f · a-l-h,ا ل ه خ ل ف ا ل ه,2,30,6
root,3,a-l-h · kh-w-f · ʿ-dh-b,ا ل ه خ و ف ع ذ ب,2,11,26
root,3,a-l-h · kh-y-r · ḥ-k-m,ا ل ه خ ي ر ح ك م,2,10,109
root,3,a-l-h · kh-y-r · m-k-r,ا ل ه خ ي ر م ك ر,2,3,54
root,3,a-l-h · kh-y-r · r-z-q,ا ل ه خ ي ر ر ز ق,2,22,58
root,3,a-l-h · y-w-m · q-w-m,ا ل ه ي و م ق و م,2,2,174
root,3,a-l-h · z-k-w · sh-y-a,ا ل ه ز ك و ش ي ا,2,4,49
root,3,a-l-h · ẓ-l-m · n-f-s,ا ل ه ظ ل م ن ف س,2,4,64
root,3,a-l-h · ẓ-n-n · k-dh-b,ا ل ه ظ ن ن ك ذ ب,2,28,38
root,3,a-l-m · d-n-w · a-kh-r,ا ل م د ن و ا خ ر,2,9,74
root,3,a-l-m · k-w-n · k-f-r,ا ل م ك و ن ك ف ر,2,6,70
root,3,a-m-m · a-j-l · a-kh-r,ا م م ا ج ل ا خ ر,2,15,5
root,3,a-m-m · a-j-l · j-y-a,ا م م ا ج ل ج ي ا,2,7,34
root,3,a-m-m · a-m-m · w-ḥ-d,ا م م ا م م و ح د,2,21,92
root,3,a-m-m · h-d-y · a-m-r,ا م م ه د ي ا م ر,2,21,73
root,3,a-m-m · h-d-y · ḥ-q-q,ا م م ه د ي ح ق ق,2,7,159
root,3,a-m-m · j-ʿ-l · n-s-k,ا م م ج ع ل ن س ك,2,22,34
root,3,a-m-m · q-r-r · ʿ-y-n,ا م م ق ر ر ع ي ن,2,20,40
root,3,a-m-m · q-r-y · ḥ-w-l,ا م م ق ر ي ح و ل,2,6,92
root,3,a-m-m · r-s-l · t-l-w,ا م م ر س ل ت ل و,2,28,59
root,3,a-m-m · w-ḥ-d · r-b-b,ا م م و ح د ر ب ب,2,21,92
root,3,a-m-m · kh-l-w · k-s-b,ا م م خ ل و ك س ب,2,2,134
root,3,a-m-n · dh-k-r · n-ʿ-m,ا م ن ذ ك ر ن ع م,2,5,11
root,3,a-m-n · sh-y-a · a-l-h,ا م ن ش ي ا ا ل ه,2,6,111
root,3,a-m-n · a-h-l · q-r-y,ا م ن ا ه ل ق ر ي,2,7,97
root,3,a-m-n · a-l-h · ʿ-l-m,ا م ن ا ل ه ع ل م,2,4,25
root,3,a-m-n · a-l-h · n-w-s,ا م ن ا ل ه ن و س,2,2,143
root,3,a-m-n · a-l-h · w-ḥ-d,ا م ن ا ل ه و ح د,2,40,84
root,3,a-m-n · a-m-n · j-n-n,ا م ن ا م ن ج ن ن,2,9,72
root,3,a-m-n · a-m-n · z-y-d,ا م ن ا م ن ز ي د,2,9,124
root,3,a-m-n · a-t-y · ʿ-l-m,ا م ن ا ت ي ع ل م,2,17,107
root,3,a-m-n · a-y-y · a-l-h,ا م ن ا ي ي ا ل ه,2,16,104
root,3,a-m-n · a-y-y · r-b-b,ا م ن ا ي ي ر ب ب,2,7,126
root,3,a-m-n · a-y-y · s-l-m,ا م ن ا ي ي س ل م,2,27,81
root,3,a-m-n · b-ʿ-ḍ · b-ʿ-ḍ,ا م ن ب ع ض ب ع ض,2,2,283
root,3,a-m-n · b-gh-y · ʿ-w-j,ا م ن ب غ ي ع و ج,2,3,99
root,3,a-m-n · d-kh-l · b-y-t,ا م ن د خ ل ب ي ت,2,24,27
root,3,a-m-n · d-kh-l · j-n-n,ا م ن د خ ل ج ن ن,2,4,124
root,3,a-m-n · ʿ-h-d · r-ʿ-y,ا م ن ع ه د ر ع ي,2,23,8
root,3,a-m-n · gh-ḍ-ḍ · b-ṣ-r,ا م ن غ ض ض ب ص ر,2,24,30
root,3,a-m-n · gh-f-r · dh-n-b,ا م ن غ ف ر ذ ن ب,2,3,16
root,3,a-m-n · h-w-d · ṣ-b-a,ا م ن ه و د ص ب ا,2,5,69
root,3,a-m-n · ḥ-y-y · d-n-w,ا م ن ح ي ي د ن و,2,7,32
root,3,a-m-n · j-n-n · j-r-y,ا م ن ج ن ن ج ر ي,2,9,72
root,3,a-m-n · j-y-a · h-d-y,ا م ن ج ي ا ه د ي,2,17,94
root,3,a-m-n · k-dh-b · q-b-l,ا م ن ك ذ ب ق ب ل,2,7,101
root,3,a-m-n · k-f-r · w-l-y,ا م ن ك ف ر و ل ي,2,3,28
root,3,a-m-n · k-w-n · a-l-h,ا م ن ك و ن ا ل ه,2,4,147
root,3,a-m-n · k-w-n · a-m-n,ا م ن ك و ن ا م ن,2,2,93
root,3,a-m-n · k-w-n · ṣ-d-q,ا م ن ك و ن ص د ق,2,12,17
root,3,a-m-n · m-k-r · a-l-h,ا م ن م ك ر ا ل ه,2,7,99
root,3,a-m-n · n-ʿ-m · a-l-h,ا م ن ن ع م ا ل ه,2,16,72
root,3,a-m-n · n-ṣ-r · a-l-h,ا م ن ن ص ر ا ل ه,2,2,214
root,3,a-m-n · n-z-l · ṣ-d-q,ا م ن ن ز ل ص د ق,2,2,41
root,3,a-m-n · q-t-l · k-w-n,ا م ن ق ت ل ك و ن,2,8,65
root,3,a-m-n · q-w-m · a-m-n,ا م ن ق و م ا م ن,2,10,98
root,3,a-m-n · r-a-y · ʿ-dh-b,ا م ن ر ا ي ع ذ ب,2,10,88
root,3,a-m-n · r-b-b · gh-f-r,ا م ن ر ب ب غ ف ر,2,3,193
root,3,a-m-n · r-s-l · a-t-y,ا م ن ر س ل ا ت ي,2,3,183
root,3,a-m-n · kh-y-r · sh-r-k,ا م ن خ ي ر ش ر ك,2,2,221
root,3,a-m-n · y-w-m · q-w-m,ا م ن ي و م ق و م,2,14,41
root,3,a-m-n · z-y-d · a-m-n,ا م ن ز ي د ا م ن,2,9,124
root,3,a-m-n · z-y-d · ẓ-l-m,ا م ن ز ي د ظ ل م,2,17,82
root,3,a-m-r · sh-y-a · ʿ-b-d,ا م ر ش ي ا ع ب د,2,16,2
root,3,a-m-r · a-h-l · ṣ-l-w,ا م ر ا ه ل ص ل و,2,19,55
root,3,a-m-r · a-l-h · f-ʿ-l,ا م ر ا ل ه ف ع ل,2,4,47
root,3,a-m-r · a-l-h · r-ḥ-m,ا م ر ا ل ه ر ح م,2,11,43
root,3,a-m-r · b-gh-y · f-ḍ-l,ا م ر ب غ ي ف ض ل,2,30,46
root,3,a-m-r · ʿ-dh-b · a-l-m,ا م ر ع ذ ب ا ل م,2,59,15
